Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
home | santang3 | scratch | glue | results | qc | qualimap | Albuquerque_3_10_qualimap_bamqc | Albuquerque_3_10	/home/santang3/scratch/glue/results/bam/final/Albuquerque_3_10_merged_sorted_dupsMarked.bam	4980645.0	4871200.0	668390119.0	667037041.0	67292.2297	165.0	12.5937	0.0206	0.7266	97.80259384075757
home | santang3 | scratch | glue | results | qc | qualimap | Albuquerque_3_12_qualimap_bamqc | Albuquerque_3_12	/home/santang3/scratch/glue/results/bam/final/Albuquerque_3_12_merged_sorted_dupsMarked.bam	4363340.0	4123297.0	548755258.0	547735013.0	73755.791	151.0	12.2051	0.0209	0.5966	94.49864094936447
home | santang3 | scratch | glue | results | qc | qualimap | Albuquerque_3_14_qualimap_bamqc | Albuquerque_3_14	/home/santang3/scratch/glue/results/bam/final/Albuquerque_3_14_merged_sorted_dupsMarked.bam	3236693.0	3016806.0	421465909.0	420515727.0	107260.7188	192.0	12.3545	0.022	0.4582	93.20643014335928
home | santang3 | scratch | glue | results | qc | qualimap | Albuquerque_3_16_qualimap_bamqc | Albuquerque_3_16	/home/santang3/scratch/glue/results/bam/final/Albuquerque_3_16_merged_sorted_dupsMarked.bam	4014789.0	3865745.0	526452869.0	525347673.0	73762.8133	166.0	12.6497	0.0206	0.5723	96.28762557633789
home | santang3 | scratch | glue | results | qc | qualimap | Albuquerque_3_1_qualimap_bamqc | Albuquerque_3_1	/home/santang3/scratch/glue/results/bam/final/Albuquerque_3_1_merged_sorted_dupsMarked.bam	3995951.0	3839010.0	520550129.0	519473895.0	134397.5201	187.0	11.9399	0.0199	0.5659	96.072499387505
home | santang3 | scratch | glue | results | qc | qualimap | Albuquerque_3_7_qualimap_bamqc | Albuquerque_3_7	/home/santang3/scratch/glue/results/bam/final/Albuquerque_3_7_merged_sorted_dupsMarked.bam	9254453.0	8990252.0	1237324634.0	1234280793.0	124535.5458	177.0	13.9087	0.0221	1.3452	97.14514731448742
home | santang3 | scratch | glue | results | qc | qualimap | Albuquerque_3_8_qualimap_bamqc | Albuquerque_3_8	/home/santang3/scratch/glue/results/bam/final/Albuquerque_3_8_merged_sorted_dupsMarked.bam	10163601.0	9744226.0	1305064965.0	1302172231.0	146323.29	178.0	13.2477	0.0199	1.4188	95.87375576825576
home | santang3 | scratch | glue | results | qc | qualimap | Albuquerque_3_9_qualimap_bamqc | Albuquerque_3_9	/home/santang3/scratch/glue/results/bam/final/Albuquerque_3_9_merged_sorted_dupsMarked.bam	1319773.0	1291988.0	160851542.0	160562438.0	51811.2909	127.0	9.8195	0.0209	0.1749	97.8947137121308
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_1_10_qualimap_bamqc | Antwerp_1_10	/home/santang3/scratch/glue/results/bam/final/Antwerp_1_10_merged_sorted_dupsMarked.bam	6585450.0	6068698.0	837812076.0	835968258.0	131710.9687	227.0	12.5555	0.0184	0.9108	92.15312545080442
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_1_11_qualimap_bamqc | Antwerp_1_11	/home/santang3/scratch/glue/results/bam/final/Antwerp_1_11_merged_sorted_dupsMarked.bam	9800234.0	9437870.0	1306335181.0	1303240955.0	172926.9347	252.0	13.4736	0.0197	1.4202	96.30249645059496
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_1_13_qualimap_bamqc | Antwerp_1_13	/home/santang3/scratch/glue/results/bam/final/Antwerp_1_13_merged_sorted_dupsMarked.bam	10656270.0	10139467.0	1139191570.0	1137351004.0	28088.7856	112.0	11.4292	0.0201	1.2385	95.1502448793058
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_1_14_qualimap_bamqc | Antwerp_1_14	/home/santang3/scratch/glue/results/bam/final/Antwerp_1_14_merged_sorted_dupsMarked.bam	1356381.0	1190819.0	145792731.0	145517465.0	60735.2106	126.0	10.0088	0.0209	0.1585	87.79384258552723
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_1_17_qualimap_bamqc | Antwerp_1_17	/home/santang3/scratch/glue/results/bam/final/Antwerp_1_17_merged_sorted_dupsMarked.bam	9454936.0	8374750.0	1106970306.0	1104653855.0	87431.2876	162.0	13.0521	0.0211	1.2034	88.57542769194842
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_1_19_qualimap_bamqc | Antwerp_1_19	/home/santang3/scratch/glue/results/bam/final/Antwerp_1_19_merged_sorted_dupsMarked.bam	223735.0	203877.0	26259261.0	26207001.0	92938.9976	143.0	6.1765	0.0224	0.0285	91.12432118354303
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_1_2_qualimap_bamqc | Antwerp_1_2	/home/santang3/scratch/glue/results/bam/final/Antwerp_1_2_merged_sorted_dupsMarked.bam	5451270.0	4813966.0	654596721.0	653296539.0	111001.4637	165.0	12.8317	0.0223	0.7116	88.30907293162878
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_1_5_qualimap_bamqc | Antwerp_1_5	/home/santang3/scratch/glue/results/bam/final/Antwerp_1_5_merged_sorted_dupsMarked.bam	8235494.0	7624491.0	964432872.0	962474396.0	62160.523	135.0	12.3708	0.0213	1.0485	92.58085793031967
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_1_7_qualimap_bamqc | Antwerp_1_7	/home/santang3/scratch/glue/results/bam/final/Antwerp_1_7_merged_sorted_dupsMarked.bam	10940786.0	10557668.0	1292063362.0	1289742570.0	59884.7095	124.0	12.0404	0.0214	1.4047	96.49825890022893
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_1_9_qualimap_bamqc | Antwerp_1_9	/home/santang3/scratch/glue/results/bam/final/Antwerp_1_9_merged_sorted_dupsMarked.bam	6863492.0	6456222.0	866036842.0	864206714.0	86216.8191	163.0	12.9849	0.0217	0.9415	94.06614009311878
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_2_11_qualimap_bamqc | Antwerp_2_11	/home/santang3/scratch/glue/results/bam/final/Antwerp_2_11_merged_sorted_dupsMarked.bam	5887168.0	5403015.0	702130080.0	700586293.0	91623.3265	143.0	12.4689	0.0217	0.7633	91.7761307304293
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_2_12_qualimap_bamqc | Antwerp_2_12	/home/santang3/scratch/glue/results/bam/final/Antwerp_2_12_merged_sorted_dupsMarked.bam	2049345.0	1863130.0	245531083.0	245023173.0	69998.5789	151.0	11.0773	0.0195	0.2669	90.91343819610657
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_2_13_qualimap_bamqc | Antwerp_2_13	/home/santang3/scratch/glue/results/bam/final/Antwerp_2_13_merged_sorted_dupsMarked.bam	10129428.0	9587069.0	1179259414.0	1176800371.0	58473.2534	127.0	12.7424	0.0207	1.282	94.64570951094177
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_2_15_qualimap_bamqc | Antwerp_2_15	/home/santang3/scratch/glue/results/bam/final/Antwerp_2_15_merged_sorted_dupsMarked.bam	4137473.0	3496390.0	490506306.0	489554103.0	86169.4684	212.0	12.1116	0.0192	0.5333	84.50544571529531
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_2_3_qualimap_bamqc | Antwerp_2_3	/home/santang3/scratch/glue/results/bam/final/Antwerp_2_3_merged_sorted_dupsMarked.bam	7509164.0	7053895.0	929797049.0	927752717.0	125818.3283	155.0	12.8299	0.0189	1.0108	93.93715465529851
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_2_4_qualimap_bamqc | Antwerp_2_4	/home/santang3/scratch/glue/results/bam/final/Antwerp_2_4_merged_sorted_dupsMarked.bam	5846140.0	4945768.0	635831742.0	634550005.0	90244.4622	142.0	12.4254	0.0222	0.6912	84.59886352362413
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_2_5_qualimap_bamqc | Antwerp_2_5	/home/santang3/scratch/glue/results/bam/final/Antwerp_2_5_merged_sorted_dupsMarked.bam	245017.0	222199.0	28533250.0	28472561.0	86149.1114	142.0	6.1617	0.0219	0.031	90.68717680813985
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_2_6_qualimap_bamqc | Antwerp_2_6	/home/santang3/scratch/glue/results/bam/final/Antwerp_2_6_merged_sorted_dupsMarked.bam	16157420.0	14898995.0	1837738319.0	1833547213.0	85025.7347	127.0	12.8008	0.0216	1.9979	92.2114731188519
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_2_7_qualimap_bamqc | Antwerp_2_7	/home/santang3/scratch/glue/results/bam/final/Antwerp_2_7_merged_sorted_dupsMarked.bam	7998243.0	6936794.0	915899833.0	913787594.0	141841.593	170.0	12.4169	0.0201	0.9957	86.72897285066232
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_2_9_qualimap_bamqc | Antwerp_2_9	/home/santang3/scratch/glue/results/bam/final/Antwerp_2_9_merged_sorted_dupsMarked.bam	7645868.0	6555679.0	860627695.0	858768204.0	96370.0153	163.0	12.7386	0.02	0.9356	85.74146192427074
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_36_11_qualimap_bamqc | Antwerp_36_11	/home/santang3/scratch/glue/results/bam/final/Antwerp_36_11_merged_sorted_dupsMarked.bam	6395912.0	6186720.0	724696190.0	723360117.0	31618.5461	117.0	11.413	0.0202	0.7879	96.72928583132476
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_36_12_qualimap_bamqc | Antwerp_36_12	/home/santang3/scratch/glue/results/bam/final/Antwerp_36_12_merged_sorted_dupsMarked.bam	43700306.0	42162816.0	5380879157.0	5369529890.0	63339.3017	135.0	13.5003	0.022	5.8499	96.48174088300433
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_36_13_qualimap_bamqc | Antwerp_36_13	/home/santang3/scratch/glue/results/bam/final/Antwerp_36_13_merged_sorted_dupsMarked.bam	7902235.0	7470943.0	881368345.0	879894618.0	43471.9745	118.0	11.5867	0.0207	0.9582	94.54215168240377
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_36_14_qualimap_bamqc | Antwerp_36_14	/home/santang3/scratch/glue/results/bam/final/Antwerp_36_14_merged_sorted_dupsMarked.bam	7816876.0	7414060.0	849625381.0	848271453.0	30822.9972	114.0	11.3702	0.0198	0.9237	94.84684162829244
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_36_15_qualimap_bamqc | Antwerp_36_15	/home/santang3/scratch/glue/results/bam/final/Antwerp_36_15_merged_sorted_dupsMarked.bam	3064406.0	2758514.0	355337748.0	354668088.0	57805.0383	139.0	11.3988	0.0212	0.3863	90.01790232756365
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_36_2_qualimap_bamqc | Antwerp_36_2	/home/santang3/scratch/glue/results/bam/final/Antwerp_36_2_merged_sorted_dupsMarked.bam	455165.0	431455.0	54578073.0	54470427.0	90289.2849	133.0	7.9264	0.0224	0.0593	94.7909000032955
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_36_4_qualimap_bamqc | Antwerp_36_4	/home/santang3/scratch/glue/results/bam/final/Antwerp_36_4_merged_sorted_dupsMarked.bam	11119172.0	9577626.0	1276632358.0	1273954990.0	157703.3622	163.0	12.8231	0.0203	1.3879	86.13614395028695
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_36_7_qualimap_bamqc | Antwerp_36_7	/home/santang3/scratch/glue/results/bam/final/Antwerp_36_7_merged_sorted_dupsMarked.bam	11776532.0	11039665.0	1312603404.0	1310581351.0	34254.4299	119.0	11.774	0.0207	1.427	93.74292024171463
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_36_8_qualimap_bamqc | Antwerp_36_8	/home/santang3/scratch/glue/results/bam/final/Antwerp_36_8_merged_sorted_dupsMarked.bam	6658355.0	5508808.0	748941940.0	747247377.0	159899.6631	185.0	12.5363	0.0208	0.8142	82.73527019811951
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_36_9_qualimap_bamqc | Antwerp_36_9	/home/santang3/scratch/glue/results/bam/final/Antwerp_36_9_merged_sorted_dupsMarked.bam	4453915.0	3815030.0	464225050.0	463434407.0	41637.6248	124.0	11.0498	0.0206	0.5047	85.65565350932832
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_37_11_qualimap_bamqc | Antwerp_37_11	/home/santang3/scratch/glue/results/bam/final/Antwerp_37_11_merged_sorted_dupsMarked.bam	10425948.0	9765150.0	1379432031.0	1376321879.0	245153.6568	354.0	13.1302	0.0218	1.4997	93.66198642080317
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_37_13_qualimap_bamqc | Antwerp_37_13	/home/santang3/scratch/glue/results/bam/final/Antwerp_37_13_merged_sorted_dupsMarked.bam	25731967.0	22426930.0	3013711668.0	3006982232.0	143595.0717	169.0	13.4525	0.0203	3.2764	87.15591000097272
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_37_15_qualimap_bamqc | Antwerp_37_15	/home/santang3/scratch/glue/results/bam/final/Antwerp_37_15_merged_sorted_dupsMarked.bam	2121467.0	2038960.0	244429044.0	243970254.0	43871.3019	120.0	10.4672	0.0207	0.2657	96.11085159467481
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_37_17_qualimap_bamqc | Antwerp_37_17	/home/santang3/scratch/glue/results/bam/final/Antwerp_37_17_merged_sorted_dupsMarked.bam	8316700.0	7143958.0	821771262.0	820471044.0	35922.0503	115.0	11.5356	0.02	0.8934	85.8989503048084
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_37_19_qualimap_bamqc | Antwerp_37_19	/home/santang3/scratch/glue/results/bam/final/Antwerp_37_19_merged_sorted_dupsMarked.bam	10944350.0	10032874.0	1191031163.0	1189013641.0	53900.4009	119.0	11.9056	0.0206	1.2948	91.67172102500378
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_37_1_qualimap_bamqc | Antwerp_37_1	/home/santang3/scratch/glue/results/bam/final/Antwerp_37_1_merged_sorted_dupsMarked.bam	16948640.0	16287084.0	1897928102.0	1894707072.0	41455.6757	116.0	12.0868	0.0207	2.0633	96.0967015642553
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_37_3_qualimap_bamqc | Antwerp_37_3	/home/santang3/scratch/glue/results/bam/final/Antwerp_37_3_merged_sorted_dupsMarked.bam	239229.0	221395.0	28284661.0	28226648.0	91496.6164	139.0	6.1158	0.0221	0.0307	92.54521818007014
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_37_6_qualimap_bamqc | Antwerp_37_6	/home/santang3/scratch/glue/results/bam/final/Antwerp_37_6_merged_sorted_dupsMarked.bam	9699081.0	8981871.0	1080098155.0	1078296978.0	58703.2111	121.0	11.6777	0.0205	1.1742	92.6053818913359
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_37_7_qualimap_bamqc | Antwerp_37_7	/home/santang3/scratch/glue/results/bam/final/Antwerp_37_7_merged_sorted_dupsMarked.bam	669567.0	625282.0	73136330.0	73013718.0	61056.1273	117.0	7.9457	0.0207	0.0795	93.38602410214362
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_37_9_qualimap_bamqc | Antwerp_37_9	/home/santang3/scratch/glue/results/bam/final/Antwerp_37_9_merged_sorted_dupsMarked.bam	8824784.0	8113772.0	1001317368.0	999468439.0	49333.9786	126.0	12.0519	0.021	1.0886	91.94300959660883
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_38_10_qualimap_bamqc | Antwerp_38_10	/home/santang3/scratch/glue/results/bam/final/Antwerp_38_10_merged_sorted_dupsMarked.bam	12494123.0	12059696.0	1620333443.0	1616816257.0	108414.6673	160.0	13.1606	0.0171	1.7616	96.52294922980988
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_38_12_qualimap_bamqc | Antwerp_38_12	/home/santang3/scratch/glue/results/bam/final/Antwerp_38_12_merged_sorted_dupsMarked.bam	10839190.0	10471666.0	1292910726.0	1290564547.0	44597.7008	128.0	12.4547	0.0206	1.4056	96.60930383174389
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_38_13_qualimap_bamqc | Antwerp_38_13	/home/santang3/scratch/glue/results/bam/final/Antwerp_38_13_merged_sorted_dupsMarked.bam	1605557.0	1545652.0	198240969.0	197895675.0	52479.5929	138.0	10.6511	0.0201	0.2155	96.2688960902665
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_38_14_qualimap_bamqc | Antwerp_38_14	/home/santang3/scratch/glue/results/bam/final/Antwerp_38_14_merged_sorted_dupsMarked.bam	14854627.0	13911287.0	1830061725.0	1825942770.0	167470.1701	153.0	12.3659	0.0203	1.9896	93.64952078567843
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_38_17_qualimap_bamqc | Antwerp_38_17	/home/santang3/scratch/glue/results/bam/final/Antwerp_38_17_merged_sorted_dupsMarked.bam	11488523.0	10903537.0	1379290211.0	1376467247.0	69590.8712	132.0	12.7383	0.0212	1.4995	94.90808348470905
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_38_1_qualimap_bamqc | Antwerp_38_1	/home/santang3/scratch/glue/results/bam/final/Antwerp_38_1_merged_sorted_dupsMarked.bam	480514.0	457547.0	56567937.0	56463923.0	70417.2094	130.0	7.9602	0.0208	0.0615	95.22032656696787
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_38_20_qualimap_bamqc | Antwerp_38_20	/home/santang3/scratch/glue/results/bam/final/Antwerp_38_20_merged_sorted_dupsMarked.bam	1299581.0	1190249.0	148340528.0	148075744.0	51998.5909	133.0	9.6544	0.0204	0.1613	91.58713462262068
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_38_5_qualimap_bamqc | Antwerp_38_5	/home/santang3/scratch/glue/results/bam/final/Antwerp_38_5_merged_sorted_dupsMarked.bam	402620.0	378096.0	48309420.0	48215448.0	84327.6613	139.0	7.5996	0.021	0.0525	93.90889672644181
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_38_6_qualimap_bamqc | Antwerp_38_6	/home/santang3/scratch/glue/results/bam/final/Antwerp_38_6_merged_sorted_dupsMarked.bam	2126456.0	1970669.0	253451779.0	252988837.0	45813.3518	140.0	10.6195	0.0175	0.2755	92.67386675294482
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_39_10_qualimap_bamqc | Antwerp_39_10	/home/santang3/scratch/glue/results/bam/final/Antwerp_39_10_merged_sorted_dupsMarked.bam	1974275.0	1920920.0	248525563.0	248039306.0	61646.3905	139.0	11.2519	0.0201	0.2702	97.29748895164047
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_39_13_qualimap_bamqc | Antwerp_39_13	/home/santang3/scratch/glue/results/bam/final/Antwerp_39_13_merged_sorted_dupsMarked.bam	2214207.0	2118330.0	284936414.0	284413665.0	71444.9344	150.0	11.8705	0.0205	0.3098	95.66991704027672
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_39_15_qualimap_bamqc | Antwerp_39_15	/home/santang3/scratch/glue/results/bam/final/Antwerp_39_15_merged_sorted_dupsMarked.bam	25246059.0	23971041.0	3031259617.0	3025428755.0	94527.8283	131.0	13.1395	0.0184	3.2955	94.94963550548621
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_39_16_qualimap_bamqc | Antwerp_39_16	/home/santang3/scratch/glue/results/bam/final/Antwerp_39_16_merged_sorted_dupsMarked.bam	1950375.0	1890079.0	220899493.0	220573168.0	36201.7435	117.0	10.2179	0.0188	0.2402	96.90849195667501
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_39_2_qualimap_bamqc | Antwerp_39_2	/home/santang3/scratch/glue/results/bam/final/Antwerp_39_2_merged_sorted_dupsMarked.bam	462728.0	440742.0	56557945.0	56444136.0	89936.9781	140.0	8.1413	0.0218	0.0615	95.2486125758545
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_39_3_qualimap_bamqc | Antwerp_39_3	/home/santang3/scratch/glue/results/bam/final/Antwerp_39_3_merged_sorted_dupsMarked.bam	671407.0	632211.0	75211377.0	75078914.0	73848.0253	120.0	7.9995	0.0198	0.0818	94.16211031460799
home | santang3 | scratch | glue | results | qc | qualimap | Antwerp_39_4_qualimap_bamqc | Antwerp_39_4	/home/santang3/scratch/glue/results/bam/final/Antwerp_39_4_merged_sorted_dupsMarked.bam	7391102.0	7170049.0	926410860.0	924702920.0	64593.2626	138.0	12.8568	0.0205	1.0072	97.00920106365736
